,src_port,dst_port,duration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,max_fpktl,mean_fpktl,std_fpktl,min_bpktl,max_bpktl,mean_bpktl,std_bpktl,flowBytesPerSecond,flowPktsPerSecond,mean_flowiat,std_flowiat,max_flowiat,min_flowiat,total_fiat,mean_fiat,std_fiat,max_fiat,min_fiat,total_biat,mean_biat,max_biat,min_biat,fpsh_cnt,bpsh_cnt,fPktsPerSecond,bPktsPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,var_flowpktl,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,downUpRatio,avgPacketSize,fAvgSegmentSize,bAvgSegmentSize,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bAvgPacketsPerBulk,bAvgBulkRate,fSubFlowAvgPkts,fSubFlowAvgBytes,bSubFlowAvgPkts,bSubFlowAvgBytes,fInitWinSize,bInitWinSize,fDataPkts,fHeaderSizeMin,mean_active_s,max_active_s
0,1,209,0,28,45,155,2,0,203,102,225,56,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,182,136,166,122,0,0,225,0,34,208,136,101,0,139,112,168,112,112,28,155,45,2,0,0,28,0,0,0
1,206,1,66,84,45,40,3,0,39,10,30,77,4,13,0,0,0,69,97,144,0,124,57,128,0,0,0,0,0,0,56,0,0,0,8,35,17,24,2,225,225,0,37,69,41,17,9,0,32,131,178,112,102,84,40,45,3,220,92,84,0,93,93
2,1,209,0,0,45,167,2,225,225,225,0,56,3,9,0,138,5,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,165,0,201,225,225,225,0,0,225,37,17,225,225,225,0,225,75,150,112,150,0,167,45,2,0,0,0,225,0,0
3,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,209,0,28,45,155,2,0,203,102,225,56,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,182,136,166,122,0,0,225,0,34,208,136,101,0,139,112,168,112,112,28,155,45,2,0,0,28,0,0,0
6,206,1,66,84,45,40,3,0,39,10,30,77,4,13,0,0,0,69,97,144,0,124,57,128,0,0,0,0,0,0,56,0,0,0,8,35,17,24,2,225,225,0,37,69,41,17,9,0,32,131,178,112,102,84,40,45,3,220,92,84,0,93,93
7,1,209,0,0,45,167,2,225,225,225,0,56,3,9,0,138,5,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,165,0,201,225,225,225,0,0,225,37,17,225,225,225,0,225,75,150,112,150,0,167,45,2,0,0,0,225,0,0
8,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,209,0,28,45,155,2,0,203,102,225,56,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,182,136,166,122,0,0,225,0,34,208,136,101,0,139,112,168,112,112,28,155,45,2,0,0,28,0,0,0
11,206,1,66,84,45,40,3,0,39,10,30,77,4,13,0,0,0,69,97,144,0,124,57,128,0,0,0,0,0,0,56,0,0,0,8,35,17,24,2,225,225,0,37,69,41,17,9,0,32,131,178,112,102,84,40,45,3,220,92,84,0,93,93
12,1,209,0,0,45,167,2,225,225,225,0,56,3,9,0,138,5,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,165,0,201,225,225,225,0,0,225,37,17,225,225,225,0,225,75,150,112,150,0,167,45,2,0,0,0,225,0,0
13,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,209,0,28,45,155,2,0,203,102,225,56,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,182,136,166,122,0,0,225,0,34,208,136,101,0,139,112,168,112,112,28,155,45,2,0,0,28,0,0,0
16,206,1,66,84,45,40,3,0,39,10,30,77,4,13,0,0,0,69,97,144,0,124,57,128,0,0,0,0,0,0,56,0,0,0,8,35,17,24,2,225,225,0,37,69,41,17,9,0,32,131,178,112,102,84,40,45,3,220,92,84,0,93,93
17,1,209,0,0,45,167,2,225,225,225,0,56,3,9,0,138,5,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,165,0,201,225,225,225,0,0,225,37,17,225,225,225,0,225,75,150,112,150,0,167,45,2,0,0,0,225,0,0
18,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,209,0,28,45,155,2,0,203,102,225,56,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,182,136,166,122,0,0,225,0,34,208,136,101,0,139,112,168,112,112,28,155,45,2,0,0,28,0,0,0
21,206,1,66,84,45,40,3,0,39,10,30,77,4,13,0,0,0,69,97,144,0,124,57,128,0,0,0,0,0,0,56,0,0,0,8,35,17,24,2,225,225,0,37,69,41,17,9,0,32,131,178,112,102,84,40,45,3,220,92,84,0,93,93
22,1,209,0,0,45,167,2,225,225,225,0,56,3,9,0,138,5,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,165,0,201,225,225,225,0,0,225,37,17,225,225,225,0,225,75,150,112,150,0,167,45,2,0,0,0,225,0,0
23,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,209,0,28,45,155,2,0,203,102,225,56,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,182,136,166,122,0,0,225,0,34,208,136,101,0,139,112,168,112,112,28,155,45,2,0,0,28,0,0,0
26,206,1,66,84,45,40,3,0,39,10,30,77,4,13,0,0,0,69,97,144,0,124,57,128,0,0,0,0,0,0,56,0,0,0,8,35,17,24,2,225,225,0,37,69,41,17,9,0,32,131,178,112,102,84,40,45,3,220,92,84,0,93,93
27,1,209,0,0,45,167,2,225,225,225,0,56,3,9,0,138,5,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,165,0,201,225,225,225,0,0,225,37,17,225,225,225,0,225,75,150,112,150,0,167,45,2,0,0,0,225,0,0
28,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,209,0,28,45,155,2,0,203,102,225,56,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,182,136,166,122,0,0,225,0,34,208,136,101,0,139,112,168,112,112,28,155,45,2,0,0,28,0,0,0
31,206,1,66,84,45,40,3,0,39,10,30,77,4,13,0,0,0,69,97,144,0,124,57,128,0,0,0,0,0,0,56,0,0,0,8,35,17,24,2,225,225,0,37,69,41,17,9,0,32,131,178,112,102,84,40,45,3,220,92,84,0,93,93
32,1,209,0,0,45,167,2,225,225,225,0,56,3,9,0,138,5,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,165,0,201,225,225,225,0,0,225,37,17,225,225,225,0,225,75,150,112,150,0,167,45,2,0,0,0,225,0,0
33,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,209,0,28,45,155,2,0,203,102,225,56,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,182,136,166,122,0,0,225,0,34,208,136,101,0,139,112,168,112,112,28,155,45,2,0,0,28,0,0,0
36,206,1,66,84,45,40,3,0,39,10,30,77,4,13,0,0,0,69,97,144,0,124,57,128,0,0,0,0,0,0,56,0,0,0,8,35,17,24,2,225,225,0,37,69,41,17,9,0,32,131,178,112,102,84,40,45,3,220,92,84,0,93,93
37,1,209,0,0,45,167,2,225,225,225,0,56,3,9,0,138,5,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,165,0,201,225,225,225,0,0,225,37,17,225,225,225,0,225,75,150,112,150,0,167,45,2,0,0,0,225,0,0
38,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,209,0,28,45,155,2,0,203,102,225,56,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,182,136,166,122,0,0,225,0,34,208,136,101,0,139,112,168,112,112,28,155,45,2,0,0,28,0,0,0
41,206,1,66,84,45,40,3,0,39,10,30,77,4,13,0,0,0,69,97,144,0,124,57,128,0,0,0,0,0,0,56,0,0,0,8,35,17,24,2,225,225,0,37,69,41,17,9,0,32,131,178,112,102,84,40,45,3,220,92,84,0,93,93
42,1,209,0,0,45,167,2,225,225,225,0,56,3,9,0,138,5,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,165,0,201,225,225,225,0,0,225,37,17,225,225,225,0,225,75,150,112,150,0,167,45,2,0,0,0,225,0,0
43,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,209,0,28,45,155,2,0,203,102,225,56,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,182,136,166,122,0,0,225,0,34,208,136,101,0,139,112,168,112,112,28,155,45,2,0,0,28,0,0,0
46,206,1,66,84,45,40,3,0,39,10,30,77,4,13,0,0,0,69,97,144,0,124,57,128,0,0,0,0,0,0,56,0,0,0,8,35,17,24,2,225,225,0,37,69,41,17,9,0,32,131,178,112,102,84,40,45,3,220,92,84,0,93,93
47,1,209,0,0,45,167,2,225,225,225,0,56,3,9,0,138,5,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,165,0,201,225,225,225,0,0,225,37,17,225,225,225,0,225,75,150,112,150,0,167,45,2,0,0,0,225,0,0
48,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,217,1,26,0,45,0,2,0,0,0,0,56,3,9,0,0,0,113,0,70,113,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,4,75,225,112,225,0,0,45,2,1,0,0,0,38,38
51,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,145,1,0,84,90,12,8,0,1,1,0,94,6,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,3,8,3,3,1,0,225,0,0,75,103,4,3,0,6,8,187,160,168,96,84,12,90,8,1,0,84,0,0,0
53,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,209,0,28,45,8,2,3,4,3,1,69,4,11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,1,49,8,3,5,2,0,225,0,0,75,51,11,5,2,0,9,112,168,112,112,28,8,45,2,0,1,28,3,0,0
57,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,145,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,179,1,67,28,45,3,3,0,1,0,1,77,4,13,0,0,0,143,178,178,0,128,178,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,225,225,0,17,5,1,0,0,9,75,168,112,168,28,3,45,3,220,92,28,0,96,96
62,0,194,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,1,0,28,0,0,0
63,191,0,0,56,45,8,9,0,1,1,0,225,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,2,8,10,7,7,0,225,0,0,37,69,2,7,0,28,7,150,180,112,90,56,8,45,9,1,1,56,0,0,0
64,158,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,0,0,225,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,1,133,0,0,45,2,2,3,3,3,0,56,3,9,0,7,6,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,3,186,0,2,3,3,0,0,0,225,37,17,6,3,2,0,6,75,150,112,150,0,2,45,2,0,0,0,3,0,0
66,131,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,1,211,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,0,0,28,0,0,0
68,218,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,207,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,176,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,0,0,225,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,1,210,0,28,0,4,0,0,0,0,0,0,0,0,0,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,0,0,28,0,0,0
72,207,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,207,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,207,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,1,133,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,0,0,28,0,1,1
76,1,211,0,0,45,2,2,3,3,3,0,56,3,9,0,4,4,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,123,0,2,3,3,0,0,0,225,37,17,6,3,2,0,6,75,150,112,150,0,2,45,2,0,0,0,3,0,0
77,131,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,210,0,0,45,2,2,3,3,3,0,56,3,9,0,2,2,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,1,60,0,2,3,3,0,0,0,225,37,17,6,3,2,0,6,75,150,112,150,0,2,45,2,0,0,0,3,0,0
79,1,222,4,28,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,12,20,9,12,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,0,0,28,0,6,6
80,218,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,222,0,0,45,2,2,3,3,3,0,56,3,9,0,4,3,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,1,110,0,2,3,3,0,0,0,225,37,17,6,3,2,0,6,75,150,112,150,0,2,45,2,0,0,0,3,0,0
82,217,1,26,0,45,0,2,0,0,0,0,56,3,9,0,0,0,113,0,70,113,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,4,75,225,112,225,0,0,45,2,1,0,0,0,38,38
83,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,145,1,0,84,90,12,8,0,1,1,0,94,6,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,3,8,3,3,1,0,225,0,0,75,103,4,3,0,6,8,187,160,168,96,84,12,90,8,1,0,84,0,0,0
85,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,209,0,28,45,8,2,3,4,3,1,69,4,11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,1,49,8,3,5,2,0,225,0,0,75,51,11,5,2,0,9,112,168,112,112,28,8,45,2,0,1,28,3,0,0
89,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,145,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
